url,registrable,text
,hdfcbank.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: hdfcbank.com
Registrable Domain: hdfcbank.com

📡 DNS Records:
   A (IPv4): 104.17.6.56, 104.16.36.67
   AAAA (IPv6): 2606:4700::6811:638, 2606:4700::6810:2443
   MX (Mail): hdfcbank-com.mail.protection.outlook.com
   NS (Nameservers): roxy.ns.cloudflare.com, elmo.ns.cloudflare.com

📋 WHOIS Information:
   Registrar: PDR Ltd. d/b/a PublicDomainRegistry.com
   Domain Age: 10414 days
   Days Until Expiry: 543

🌍 Network & Location:
   ASN: 13335"
,sbi.co.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sbi.co.in
Registrable Domain: sbi.co.in

📡 DNS Records:
   A (IPv4): 103.209.96.176
   AAAA (IPv6): 2405:a700:14:100::6e
   MX (Mail): sbi-co-in.mail.protection.outlook.com
   NS (Nameservers): pdns.satyam.net.in, sdns.satyam.net.in

📋 WHOIS Information:
   Registrar: Sify Digital Services Limited
   Domain Age: 8385 days
   Days Until Expiry: 1111

🌍 Network & Location:
   ASN: 45644
   Country: IN

📊 Metadata:
   First Seen: 2025-10-15T03:5"
,icicidirect.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: icicidirect.com
Registrable Domain: icicidirect.com

📡 DNS Records:
   A (IPv4): 3.111.94.222, 13.200.187.22
   MX (Mail): icicidirect-com.mail.protection.outlook.com
   NS (Nameservers): a12-65.akam.net, a14-65.akam.net, a20-67.akam.net, ns2.icicibank.com, ns3.icicibank.com, a1-79.akam.net, ns1.icicibank.com, a3-66.akam.net

📋 WHOIS Information:
   Registrar: Network Solutions, LLC
   Domain Age: 9503 days
   Days Until Expiry: 358

🌍 Networ"
,icicilombard.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: icicilombard.com
Registrable Domain: icicilombard.com

📡 DNS Records:
   A (IPv4): 13.234.149.210, 3.108.115.94
   AAAA (IPv6): 2001:df0:2fd:1::20
   MX (Mail): icicilombard-com.mail.protection.outlook.com
   NS (Nameservers): a1-24.akam.net, ns3.icicilombard.com, a11-65.akam.net, ns1.icicilombard.com, a18-66.akam.net, ns4.icicilombard.com, a10-65.akam.net, a3-66.akam.net, ns2.icicilombard.com, a28-64.akam.net

📋 WHOIS Information:
   Registr"
,pnbindia.in," Domain: pnbindia.in
Registrable Domain: pnbindia.in

📡 DNS Records:
   A (IPv4): 49.50.72.206
   NS (Nameservers): ns3.pnbindia.com, ns4.pnbindia.com, ns1.pnbindia.com, ns2.pnbindia.com

📋 WHOIS Information:
   Registrar: MPS Infotecnics Limited
   Domain Age: 7545 days
   Days Until Expiry: 1950

🌍 Network & Location:
   ASN: 55470
   Country: IN

📊 Metadata:
   First Seen: 1760500625.9265926
   Processing Stage: resolved"
,iciciprulicfe.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: iciciprulicfe.com
Registrable Domain: iciciprulicfe.com

📡 DNS Records:

📋 WHOIS Information:

📊 Metadata:
   First Seen: 2025-10-15T03:57:07.912255+00:00
   Processing Stage: rules:benign"
,airtel.in," Domain: airtel.in
Registrable Domain: airtel.in

📡 DNS Records:
   A (IPv4): 125.16.74.90
   AAAA (IPv6): 2404:a800:ff00:1::101
   MX (Mail): mx-mail6.airtel.com, mx-mail5.airtel.com, mx-mail41.airtel.com, mx-mail40.airtel.com, mx-mail4.airtel.com, mx-mail39.airtel.com, mx-mail38.airtel.com, mx-mail37.airtel.com, mx-mail36.airtel.com, mx-mail35.airtel.com, mx-mail34.airtel.com, mx-mail3.airtel.com, airtel-in.mail.protection.outlook.com, mx-mail2.airtel.com, mx-mail1.airtel.com
   NS (Nameservers): aaadel.m"
https://netpnb.com/,netpnb.com,"https://netpnb.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: netpnb.com
URL: https://netpnb.com/
Registrable Domain: netpnb.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.54
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 1

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-15T03:58:03.340434+00:00
   Processing Stage: rules:benign"
,icicibank.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: icicibank.com
Registrable Domain: icicibank.com

📡 DNS Records:
   A (IPv4): 20.204.105.107
   MX (Mail): icicibank-com.mail.protection.outlook.com
   NS (Nameservers): a7-65.akam.net, a1-79.akam.net, a3-66.akam.net, ns1.icicibank.com, ns3.icicibank.com, ns2.icicibank.com, a20-67.akam.net, a14-65.akam.net, a12-65.akam.net

📋 WHOIS Information:
   Registrar: Network Solutions, LLC
   Domain Age: 10682 days
   Days Until Expiry: 273

🌍 Network "
,sbicard.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sbicard.com
Registrable Domain: sbicard.com

📡 DNS Records:
   A (IPv4): 103.48.124.27
   AAAA (IPv6): 2001:df6:1:9::27
   MX (Mail): sbicard-com.mail.protection.outlook.com
   NS (Nameservers): a16-65.akam.net, a7-65.akam.net, a3-64.akam.net, a28-67.akam.net, a1-120.akam.net, a20-66.akam.net

📋 WHOIS Information:
   Registrar: CSC Corporate Domains, Inc.
   Domain Age: 9660 days
   Days Until Expiry: 1662

🌍 Network & Location:
   ASN: 13255"
,airtel.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: airtel.com
Registrable Domain: airtel.com

📡 DNS Records:
   A (IPv4): 125.16.74.25
   AAAA (IPv6): 2404:a800:ff00::a0e:2e8e
   MX (Mail): mx-mail5.airtel.com, mx-mail6.airtel.com, mx-mail34.airtel.com, mx-mail3.airtel.com, mx-mail41.airtel.com, mx-mail40.airtel.com, mx-mail39.airtel.com, mx-mail38.airtel.com, mx-mail37.airtel.com, mx-mail36.airtel.com, mx-mail35.airtel.com, mx-mail4.airtel.com, airtel-com.mail.protection.outlook.com
   NS (N"
https://iocl.com/,iocl.com,"https://iocl.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: iocl.com
URL: https://iocl.com/
Registrable Domain: iocl.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 17 chars, Entropy: 3.45
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 82

   🚩 Phishing Keywords Detected: secure

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: "
,hdfcergo.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: hdfcergo.com
Registrable Domain: hdfcergo.com

📡 DNS Records:
   A (IPv4): 52.66.101.246
   MX (Mail): hdfcergo-com.mail.protection.outlook.com
   NS (Nameservers): ns22.adwebtech.com, ns23.adwebtech.com, ns24.adwebtech.com, ns21.adwebtech.com, ns20.adwebtech.com, ns25.adwebtech.com

📋 WHOIS Information:
   Registrar: PDR Ltd. d/b/a PublicDomainRegistry.com
   Domain Age: 6655 days
   Days Until Expiry: 1745

🌍 Network & Location:
   ASN: 165"
https://irctc.com/,irctc.com,"https://irctc.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: irctc.com
URL: https://irctc.com/
Registrable Domain: irctc.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 18 chars, Entropy: 3.38
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 135

   🚩 Phishing Keywords Detected: login, secure, verify

   ⚠️ JavaScript Behavior:

📊 Metad"
,hdfclife.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: hdfclife.com
Registrable Domain: hdfclife.com

📡 DNS Records:
   A (IPv4): 23.54.118.35, 23.54.118.51
   AAAA (IPv6): 2600:1417:75::17d4:fd68, 2600:1417:75::17d4:fd33
   MX (Mail): as1.securemta.in, as3.securemta.in
   NS (Nameservers): a28-67.akam.net, a3-64.akam.net, a4-64.akam.net, a8-67.akam.net, a1-100.akam.net, a13-65.akam.net

📋 WHOIS Information:
   Registrar: PDR Ltd. d/b/a PublicDomainRegistry.com
   Domain Age: 9442 days
   Days Un"
,sbiepay.sbi," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sbiepay.sbi
Registrable Domain: sbiepay.sbi

📡 DNS Records:
   A (IPv4): 103.68.221.1
   AAAA (IPv6): 2405:a700:14:171:103:68:221:1
   NS (Nameservers): a3-66.akam.net, a5-66.akam.net, a1-148.akam.net, a16-64.akam.net, a20-64.akam.net, a22-65.akam.net

📋 WHOIS Information:
   Registrar: Synergy Wholesale Accreditations Pty Ltd
   Domain Age: 1993 days
   Days Until Expiry: 197

🌍 Network & Location:
   ASN: 45644
   Country: IN

📊 Metadata:
 "
,bobibanking.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: bobibanking.com
Registrable Domain: bobibanking.com

📡 DNS Records:
   A (IPv4): 103.85.40.27
   NS (Nameservers): ns2.rilinfo.net, ns1.rilinfo.net

📋 WHOIS Information:
   Registrar: Terranet (India) Private Limited
   Domain Age: 9147 days
   Days Until Expiry: 1809

🌍 Network & Location:
   ASN: 136252
   Country: IN

📊 Metadata:
   First Seen: 2025-10-15T03:57:13.983925+00:00
   Processing Stage: rules:benign"
https://www.hdfcbank.com/,hdfcbank.com,"https://www.hdfcbank.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.hdfcbank.com
URL: https://www.hdfcbank.com/
Registrable Domain: hdfcbank.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.94
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Send

   📄 Page Content:
      External Links: 268

   🚩 Phishing Keywords Detected: account"
https://bankofbaroda.in/,bankofbaroda.in,"https://bankofbaroda.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: bankofbaroda.in
URL: https://bankofbaroda.in/
Registrable Domain: bankofbaroda.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.86
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 1

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-15T03:59:06.798967+00:00
   Processing Stage: rules:benign"
https://yonobusiness.sbi.bank.in/,yonobusiness.sbi,"https://yonobusiness.sbi.bank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: yonobusiness.sbi.bank.in
URL: https://yonobusiness.sbi.bank.in/
Registrable Domain: yonobusiness.sbi

🔍 Page Features & Analysis:

   URL Structure:
      Length: 33 chars, Entropy: 3.75
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: SEND

   📄 Page Content:
      External Links: 136

   🚩 Phishin"
https://kavach.mail.gov.in/mfid/secureLogin_showSecureLogin.action#!,mail.gov.in,"https://kavach.mail.gov.in/mfid/secureLogin_showSecureLogin.action#! 🚨 VERDICT: BENIGN (Risk Score: 15/100, Confidence: 0.50)
   Risk Indicators: High URL entropy

Domain: kavach.mail.gov.in
URL: https://kavach.mail.gov.in/mfid/secureLogin_showSecureLogin.action#!
Registrable Domain: mail.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 68 chars, Entropy: 4.56
      Subdomains: 2, Hyphens: 0, Special Chars: 3

   📝 Forms Detected:
      Total Forms: 3
      Password Fields: 1
      Email"
https://accounts.mgovcloud.in/signin?servicename=AaaServer&serviceurl=https%3A%2F%2Faccounts.mgovcloud.in%2Fhome,mgovcloud.in,"https://accounts.mgovcloud.in/signin?servicename=AaaServer&serviceurl=https%3A%2F%2Faccounts.mgovcloud.in%2Fhome 🚨 VERDICT: BENIGN (Risk Score: 20/100, Confidence: 0.50)
   Risk Indicators: Long URL, High URL entropy

Domain: accounts.mgovcloud.in
URL: https://accounts.mgovcloud.in/signin?servicename=AaaServer&serviceurl=https%3A%2F%2Faccounts.mgovcloud.in%2Fhome
Registrable Domain: mgovcloud.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 112 chars, Entropy: 4.62
      Subdomains: 1, Hyphe"
https://sbi.co.in/redirect/,sbi.co.in,"https://sbi.co.in/redirect/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sbi.co.in
URL: https://sbi.co.in/redirect/
Registrable Domain: sbi.co.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 27 chars, Entropy: 3.74
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 1

   🚩 Phishing Keywords Detected: secure

📊 Metadata:
   First Seen: 2025-10-15T03:57:34.352729+00:00
   Processing Stage: rules:benign"
https://icicidirect.com/login.aspx?ReturnUrl=%2f,icicidirect.com,"https://icicidirect.com/login.aspx?ReturnUrl=%2f 🚨 VERDICT: BENIGN (Risk Score: 15/100, Confidence: 0.50)
   Risk Indicators: High URL entropy

Domain: icicidirect.com
URL: https://icicidirect.com/login.aspx?ReturnUrl=%2f
Registrable Domain: icicidirect.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 48 chars, Entropy: 4.52
      Subdomains: 0, Hyphens: 0, Special Chars: 3

   📄 Page Content:
      External Links: 47

   🚩 Phishing Keywords Detected: account, login, suspended

   ⚠️ JavaSc"
https://pnb.bank.in/hi/,pnbindia.in,"https://pnb.bank.in/hi/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: pnb.bank.in
URL: https://pnb.bank.in/hi/
Registrable Domain: pnbindia.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.45
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 779

   ⚠️ JavaScript Behavior:
      🚨 KEYLOGGER PATTERNS DETECTED
      ⚠️ Form "
https://www.airtel.in/,airtel.in,"https://www.airtel.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.airtel.in
URL: https://www.airtel.in/
Registrable Domain: airtel.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 22 chars, Entropy: 3.63
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 14

   🚩 Phishing Keywords Detected: account, login

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-15T03:58:02.181020+00:00
   Processing Stage: rules:benign"
https://www.icicibank.com/,icicibank.com,"https://www.icicibank.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.icicibank.com
URL: https://www.icicibank.com/
Registrable Domain: icicibank.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.82
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 92

   🚩 Phishing Keywords Detected: account, login

   ⚠️ JavaScrip"
https://www.airtel.com/,airtel.com,"https://www.airtel.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.airtel.com
URL: https://www.airtel.com/
Registrable Domain: airtel.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.82
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 12

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-15T03:58:10.020670+00:00
   Processing Stage: rules:benign"
https://www.sbicard.com/,sbicard.com,"https://www.sbicard.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.sbicard.com
URL: https://www.sbicard.com/
Registrable Domain: sbicard.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.86
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 4
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 20

   🚩 Phishing Keywords Detected: password, account, login, secure, verif"
https://epay.sbi.bank.in/secure/home,sbiepay.sbi,"https://epay.sbi.bank.in/secure/home 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: epay.sbi.bank.in
URL: https://epay.sbi.bank.in/secure/home
Registrable Domain: sbiepay.sbi

🔍 Page Features & Analysis:

   URL Structure:
      Length: 36 chars, Entropy: 4.07
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 5

   🚩 Phishing Keywords Detected: password, account, login, secure, verify

   ⚠️ JavaScript Beha"
https://www.hdfcergo.com/,hdfcergo.com,"https://www.hdfcergo.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.hdfcergo.com
URL: https://www.hdfcergo.com/
Registrable Domain: hdfcergo.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.86
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 5
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 139

   🚩 Phishing Keywords Detected: password, account, login, secure

"
https://feba.bobibanking.com/default.htm,bobibanking.com,"https://feba.bobibanking.com/default.htm 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: feba.bobibanking.com
URL: https://feba.bobibanking.com/default.htm
Registrable Domain: bobibanking.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 40 chars, Entropy: 4.22
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External "
https://www.hdfclife.com/,hdfclife.com,"https://www.hdfclife.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.hdfclife.com
URL: https://www.hdfclife.com/
Registrable Domain: hdfclife.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.86
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 21
      Password Fields: 0
      Email Fields: 6
      Submit Buttons: GET APP LINK, GET APP LINK, PROCEED, Verify, PROCEED

   📄 Page Content:
      External Lin"
