url,registrable,url_length,url_entropy,num_subdomains,is_idn,has_repeated_digits,mixed_script,domain_age_days,is_newly_registered,is_very_new,registrar,country,days_until_expiry,is_self_signed,cert_age_days,has_credential_form,form_count,password_fields,email_fields,has_suspicious_forms,suspicious_form_count,keyword_count,html_size,external_links,iframe_count,js_obfuscated,js_keylogger,js_form_manipulation,js_eval_usage,js_risk_score,redirect_count,had_redirects,a_count,mx_count,ns_count,favicon_md5,favicon_sha256
https://sail.co.in/,sail.co.in,19,3.5766,1,0,0,0,8264,0,0,Infocom Network Private Limited,IN,136,0,999,0,1,0,0,0,0,0,194516,52,4,1,0,0,0,0,166,1,1,1,1,2417924a02a8ced3b59043aadcfd2317,41436c50c1bf64977ee0fcacc1bf756ce7dc28a511dac713d5a130e521309f7e
,powergrid.in,0,0.0,0,0,0,0,7545,0,0,GoDaddy,IN,854,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,
https://rajasthan.gov.in/,rajasthan.gov.in,25,3.7533,1,0,0,0,8172,0,0,National Informatics Centre,IN,228,0,999,0,1,0,0,0,0,0,246062,141,1,0,0,0,0,0,204,1,1,4,2,fcd32f6b3c250bd2ca37bebe0edca9f6,65b48d1d833cde168e18a2e716c127bf871e766c7d32738780a6a7c09f327cb5
,tn.gov.in,0,0.0,0,0,0,0,7899,0,0,National Informatics Centre,IN,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,,
,railtelindia.com,0,0.0,0,0,0,0,8675,0,0,"ENOM, INC.",IN,90,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,
,sebi.gov.in,0,0.0,0,0,0,0,8264,0,0,National Informatics Centre,IN,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,,
https://jharkhand.gov.in/,jharkhand.gov.in,25,3.9435,1,0,0,0,7717,0,0,National Informatics Centre,IN,317,0,999,0,3,0,2,0,0,2,276916,153,3,0,0,1,0,10,118,1,1,1,4,,
https://mp.gov.in/,mp.gov.in,18,3.5724,1,0,0,0,7416,0,0,National Informatics Centre,IN,253,0,999,0,1,0,0,0,0,0,38884,57,0,0,0,0,0,0,86,1,1,1,4,0a87ebdd057a58066f457b031a217c5d,ca7ff996240d8a0fb4324737c5d5b41f1884616ee172d04823b2326d6e5f8df5
,odisha.gov.in,0,0.0,0,0,0,0,5058,0,0,National Informatics Centre,IN,55,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,,
https://nagaland.gov.in/,nagaland.gov.in,24,3.7406,1,0,0,0,6761,0,0,National Informatics Centre,IN,178,0,999,0,0,0,0,0,0,0,52978,32,0,0,0,0,0,0,13,1,1,1,2,29d5fb005668d8b824d7083786252fd9,e7e9a528900b73ff82f9f8a95ea502b26afb9142c416fa2c85af0694dfd6799c
,sikkim.gov.in,0,0.0,0,0,0,0,7745,0,0,National Informatics Centre,IN,289,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,
https://py.gov.in/,py.gov.in,18,3.5724,1,0,0,0,7416,0,0,National Informatics Centre,IN,253,0,999,0,1,0,0,0,0,1,121736,44,0,1,0,1,0,10,137,1,1,1,3,00c46d96684f80bba586f92a4e91255e,e627f85931ed1a8ab2a8a3c7d485f8a49714f6740a3ed91b1f59b2f64cd09859
,telangana.gov.in,0,0.0,0,0,0,0,4184,0,0,National Informatics Centre,IN,198,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,,
https://tripura.gov.in/,tripura.gov.in,23,3.7623,1,0,0,0,7556,0,0,National Informatics Centre,IN,113,0,999,0,0,0,0,0,0,0,257088,70,1,1,0,0,0,0,198,1,1,1,4,155d25997edcb83aca9b9c158916d832,db55cf907a70ea06553457fd9c9b9945010f0ba527d8bef9327e5fd2335a40b4
,wb.gov.in,0,0.0,0,0,0,0,8271,0,0,National Informatics Centre,IN,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,,
,up.gov.in,0,0.0,0,0,0,0,7416,0,0,National Informatics Centre,IN,253,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,
,parivahan.gov.in,0,0.0,0,0,0,0,5205,0,0,National Informatics Centre,IN,273,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
https://uidai.gov.in/,uidai.gov.in,21,3.749,1,0,0,0,5951,0,0,National Informatics Centre,IN,257,0,999,0,0,0,0,0,0,0,5152,0,0,0,0,0,0,0,5,1,2,1,4,,
,uk.gov.in,0,0.0,0,0,0,0,6121,0,0,National Informatics Centre,IN,87,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,
,tcs.com,0,0.0,0,0,0,0,10185,0,0,"Network Solutions, LLC",IN,2231,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,,
https://www.bhimupi.org.in/,bhimupi.org.in,27,3.8282,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,2,52503,33,3,1,0,0,0,0,69,1,0,0,0,fb73d19d9b99fd10761c01385dbc15d9,d7c5a6b0e4491e558352e046b3c34ddf99734aa66ff974675f61a955c2a4be57
https://aicte.gov.in/,aicte-india.org,21,3.749,1,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,3,234589,64,6,1,0,0,0,0,138,1,0,0,0,e38879390071049592c7aeb6d7fa4e76,e6831b2c38f61a6eab3ab17e7dfa783b005e3b59d99fb5634d24798484e4e810
https://www.bseindia.com/,bseindia.com,25,3.9435,1,0,0,0,9999,0,0,,,0,0,999,0,2,0,0,0,0,2,435347,95,3,0,0,0,0,0,128,1,0,0,0,4584b85b70e3927c001bbf719205a51d,3d7a879469a93c0f151c1e718ea682a1ec0eaf664fa3f356068a89938d0bd25c
https://www.epfindia.gov.in/site_en/index.php,epfindia.gov.in,45,4.0003,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,4,397607,475,0,1,1,0,0,25,42,1,0,0,0,240211bf7cb5c0af305185d1d53498db,b8f75849575c0396e5ccc4de45a0735a3ff83459784ee000b7acf7b6d9876c1c
https://www.dgft.gov.in/CP/,dgft.gov.in,27,3.8562,2,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,4,188507,221,5,1,0,1,0,20,93,1,0,0,0,4f6da84debf8af3f372aa57c54df0574,9aebb9c0c3b5a5267ea73a432c30380c2fe3b9d14d0e2427c7456ad026d1b4d5
https://www.goa.gov.in/,goa.gov.in,23,3.6425,2,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,1,136760,31,1,0,1,0,0,25,105,1,0,0,0,c5bc9f3eca4c6372c68fa71543e7c264,0ba8c69a4bffd500ddf5537a61541e1e78b184beee9429aef48833b5729be900
https://esic.gov.in/,esic.nic.in,20,3.6842,1,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,2,85836,64,0,0,0,0,0,0,69,1,0,0,0,f602eb72fe8c8cae67c3944580bc8c08,b35a249801b48fa6bb4af098e7ce0d0254e37be349d845cd28541b6e586dde9a
https://home.iitd.ac.in/,iitd.ac.in,24,3.7091,2,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,0,295663,511,0,1,0,0,0,0,144,1,0,0,0,628e012a5e771720a057adc0c406f5f9,44cd0aeb3e43a77a4ac048e5b9db4ffa0f7e39cb8f32c9454eee4a661ff352bb
https://www.gst.gov.in/,gst.gov.in,23,3.5227,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,3,333604,15,3,0,0,0,0,0,74,1,0,0,0,c0d60d28cb9ef691ceb188b69003d7eb,e4c6bb2bc32eba1cffe8732461655277cfa66c15b7b2be8493771c8c160543fe
https://www.digilocker.gov.in/,digilocker.gov.in,30,4.0729,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,3,84395,13,0,0,0,0,0,0,5,1,0,0,0,,
https://dc.crsorgi.gov.in/crs/,crsorgi.gov.in,30,3.7396,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,1,115178,5,0,0,0,0,0,0,44,1,0,0,0,8822e5658cbce6f26b84fd646ef99fe4,fb1afd27f65def3a5729d991ec0e15fee1e94b23bc33d302ff234dda6f76763a
https://hal-india.co.in/home,hal-india.co.in,28,3.9408,1,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,1,192286,172,4,0,0,0,0,0,132,1,0,0,0,d72a7714ea5666ffa61401ba0a506e2d,197bea4c4e175b47bff08512d9c969512a3883795acbeebeddd30f19456e16dd
https://www.meity.gov.in/,meity.gov.in,25,3.8031,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,,
https://www.iitb.ac.in/,iitb.ac.in,23,3.4899,2,0,0,0,9999,0,0,,,0,0,999,0,2,0,0,0,0,1,432467,92,0,1,0,0,0,0,55,1,0,0,0,ab8f86ed81462ae45abeeccfd59d6dc6,994781896f3c2630d1d911f3f7655357655f46890d13879c054eab0ad7266ed2
https://www.indianbank.in/,indianbank.in,26,3.6133,1,0,0,0,9999,0,0,,,0,0,999,0,3,0,0,0,0,2,259037,101,1,1,0,0,0,0,74,1,0,0,0,2fe63c942d89a28c684291347ea3731d,80c63c4567da533777df811d5cd413d74f1b4843d747b691bec770748506e81b
http://www.education.gov.in/,education.gov.in,28,3.9138,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,,
https://www.idbi.bank.in/,idbi.com,25,3.6431,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,3,174526,367,0,0,0,0,0,0,85,1,0,0,0,24f8a597e80870fc7b012a211e92c7bc,7574656a9d32fe465a5801645e9a5ff547da76018ae49cc8050bdbab67cae501
https://validate.perfdrive.com/?ssa=aa65afc4-5226-4480-b5fb-a1d39d7b0a23&ssb=29105227192&ssc=https%3A%2F%2Fntpc.co.in%2F&ssi=221ce59d-cs5n-4b36-b3ca-2c66d350b38a&ssk=botmanager_support@radware.com&ssm=44559758292098665103437416077107&ssn=cfa868bad9910c9c4cf2210d5c1d8d2c26794c10434b-5307-49c3-9c3316&sso=c06ae48b-73b3d53245266f5843e0cf8dd969e4a1ff1accd36c87235e&ssp=13717539771760477077176046238260380&ssq=46792325297871368799052978548368989233665&ssr=MTM2LjIzMi4xNTUuMTc4&sst=IC05-Prober/1.0%20(+https://example)&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDA0YzEwNDM0Yi01MzA3LTQ5YzMtOTQ4Yi03M2IzZDUzMjQ1MjYxLTE3NjA0NTI5Nzg4NDMwLTAwMWI1YmQyYWE4NTU5NmExMzkxMCIsInV6bXgiOiI3ZjkwMDA4NWYxYzYwYy02ZThiLTQwNmMtYjFiZC1kNTUwMzUzNzE1MDQxLTE3NjA0NTI5Nzg4NDMwLWQ0NzE1N2FlMjY0Y2JjMDUxMCIsInJkIjoibnRwYy5jby5pbiJ9,ntpc.co.in,797,5.6274,1,0,1,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,0,17901,0,2,1,0,0,0,0,13,1,0,0,0,4b79b212df634bbbcffd46231c4131ab,2ce57bac519aa467d82275e83255b816ccb4a109e3e2a7cae799ba8cb7a388cf
https://www.nic.gov.in/,nic.gov.in,23,3.6425,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,,
https://www.powergrid.in/,powergrid.in,25,3.7337,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,,
https://www.railtel.in/hi/,railtelindia.com,26,3.6133,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,69749,45,0,0,0,0,0,0,65,1,0,0,0,94aab00ff05daca6f7342c2e77976fc0,99010d26167b46431be516f3ce16d4c25d64a24ff32fdb345ce91d773041c949
https://www.tn.gov.in/,tn.gov.in,22,3.504,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,1,264149,110,4,0,0,0,0,0,144,1,0,0,0,927c2d2fddf95b5fc0c0a638529ea22e,a611a90fa3ab2fbaabdca527cebb774f3e85020d18e63ff81baeac610ec676c1
https://www.sebi.gov.in/,sebi.gov.in,24,3.7406,2,0,0,0,9999,0,0,,,0,0,999,0,1,1,0,0,0,3,189565,154,0,0,1,0,0,25,72,1,0,0,0,68bb092391204108a07854e818b1366b,0540b138570ec5567c6eb3d3901e6593619742d3bfe0c29e5306400fdf529b21
https://www.sikkim.gov.in/,sikkim.gov.in,26,3.7381,2,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,1,104708,32,2,0,0,0,0,0,76,1,0,0,0,59aa94642408f3628f65424eec945b4a,533ac2d174aadd8ac03493cf811e99f460258bd58b33cbc01697f7295b231048
,icicicareers.com,0,0.0,0,0,0,0,9311,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,,184,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
,hdfc.com,0,0.0,0,0,0,0,9865,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,,360,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,,
,yonobusiness.sbi,0,0.0,0,0,0,0,2566,0,0,Synergy Wholesale Accreditations Pty Ltd,IN,355,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,,
,hdfcbank.com,0,0.0,0,0,0,0,10414,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,,543,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,,
,sbi.co.in,0,0.0,0,0,0,0,8385,0,0,Sify Digital Services Limited,IN,1111,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,
,icicidirect.com,0,0.0,0,0,0,0,9503,0,0,"Network Solutions, LLC",IN,358,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,,
,icicilombard.com,0,0.0,0,0,0,0,8862,0,0,"Network Solutions, LLC",IN,999,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,,
,pnbindia.in,0,0.0,0,0,0,0,7545,0,0,MPS Infotecnics Limited,IN,1950,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
,iciciprulicfe.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,airtel.in,0,0.0,0,0,0,0,7587,0,0,GoDaddy,IN,3004,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,,
https://netpnb.com/,netpnb.com,19,3.5369,0,0,0,0,8824,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,2132,0,999,0,0,0,0,0,0,0,1801,1,0,0,0,0,0,0,1,1,1,1,4,d19dbdd7121c97de378c30b401833361,ad65a56c9eed9f87017a91c1951a47bf9c6ee6aa9e0808f33c6cba707d60dca6
,icicibank.com,0,0.0,0,0,0,0,10682,0,0,"Network Solutions, LLC",IN,273,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,,
,sbicard.com,0,0.0,0,0,0,0,9660,0,0,"CSC Corporate Domains, Inc.",IN,1662,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,,
,airtel.com,0,0.0,0,0,0,0,5722,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,121,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,,
https://iocl.com/,iocl.com,17,3.4548,0,0,0,0,10662,0,0,"Network Solutions, LLC",US,658,0,999,0,1,0,0,0,0,1,227419,82,2,0,0,0,0,0,164,1,1,1,2,03eb9a65cbfd69b21b4c34ce81cfc9d4,29f9368ee3eb44f85df2ef8da53ea332df40a351f254079eabb97283818858dd
,hdfcergo.com,0,0.0,0,0,0,0,6655,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,1745,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,,
https://irctc.com/,irctc.com,18,3.3774,0,0,0,0,8541,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,589,0,999,0,2,0,0,0,0,3,205984,135,2,0,0,0,0,0,183,1,1,1,2,86aac2c81e17e40a04ec62c7930e2b8b,f82398f8d02486e74958f58feb3d66aa0a9403436ccf853131c17fc3124fde2d
,hdfclife.com,0,0.0,0,0,0,0,9442,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,SG,54,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,,
,sbiepay.sbi,0,0.0,0,0,0,0,1993,0,0,Synergy Wholesale Accreditations Pty Ltd,IN,197,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,,
,bobibanking.com,0,0.0,0,0,0,0,9147,0,0,Terranet (India) Private Limited,IN,1809,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,
https://www.hdfcbank.com/,hdfcbank.com,25,3.9435,1,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,3,982741,268,3,1,0,1,0,30,282,1,0,0,0,ecce88e44ba8f8cef798c2d6275b72db,fd8e3ccb48c1848ef22b6a21e2676102388e0e038bae65c96463e243a651ea05
https://bankofbaroda.in/,bankofbaroda.in,24,3.8554,0,0,0,0,7544,0,0,Terranet (India) Private Limited,IN,1951,0,999,0,0,0,0,0,0,0,5258,1,0,0,0,0,0,0,1,1,1,0,2,,
https://yonobusiness.sbi.bank.in/,yonobusiness.sbi,33,3.7526,2,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,4,488534,136,0,0,0,0,0,0,68,1,0,0,0,80be62cfbc68f6b69b88d976561e618f,014856b93a0a6979335689a62db1807cb58ba8fa36d7577e93be884d92d92727
https://kavach.mail.gov.in/mfid/secureLogin_showSecureLogin.action#!,mail.gov.in,68,4.556,2,0,0,0,9999,0,0,,,0,0,999,0,3,1,0,0,0,3,19400,2,0,0,0,0,0,0,20,1,0,0,0,28d19c17047b8cff14081cded0b0e30b,7bc0c5ee21d19dbe7a2b8e95f2056c7e46ae89049b7fe8ca85a14bf2d14c66a7
https://accounts.mgovcloud.in/signin?servicename=AaaServer&serviceurl=https%3A%2F%2Faccounts.mgovcloud.in%2Fhome,mgovcloud.in,112,4.6204,1,0,0,0,9999,0,0,,,0,0,999,0,7,2,0,0,0,4,107793,14,0,0,0,1,0,10,57,1,0,0,0,7509906d12d99604850a7a18f0683380,d409aa1654cf67e8bf1f93bd91cb31034a1d84ed19e5877067ed019ba04cb5e1
https://sbi.co.in/redirect/,sbi.co.in,27,3.736,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,1,4102,1,0,0,0,0,0,0,1,1,0,0,0,,
https://icicidirect.com/login.aspx?ReturnUrl=%2f,icicidirect.com,48,4.52,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,3,95557,47,0,0,0,0,0,0,25,1,0,0,0,1cc13d8dfd549d79a1855cbf658bc191,763307067e5234e413caeeeeae42948eb5fa143cf6434e6270ffd5df015525b6
https://pnb.bank.in/hi/,pnbindia.in,23,3.4473,1,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,0,429889,779,1,0,1,1,0,35,227,1,0,0,0,f71de71b16ddbe3256f66ac949a061fa,12bc9a0859f86f13aa0321cffa5ab340544fc57bb6f1cfb35fc57a5394a10596
https://www.airtel.in/,airtel.in,22,3.6292,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,2,619340,14,0,0,0,0,0,0,50,1,0,0,0,2bd550c45568766f5493dc1093cb2ad4,b9fbbf1d1869548c32bbd9251ff3c63ce660a596b0f878b184dd0b77709ec7b5
https://www.icicibank.com/,icicibank.com,26,3.8151,1,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,2,1364500,92,0,1,0,1,1,55,97,1,0,0,0,e9e70d85e7ad4f6a4d47c6476307c643,0180fc0dd9fbe2641f50cd9e3eab4cc825ea3107c0826db5e976e61197d87658
https://www.airtel.com/,airtel.com,23,3.8164,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,6209,12,1,0,0,0,0,0,10,1,0,0,0,6f9b1e4969dddd01f71a3faf24c4b3e8,467843f364d4f3f21c75b6a5272682e12e2f346b39977d6f95d4ce0878a99306
https://www.sbicard.com/,sbicard.com,24,3.8554,1,0,0,0,9999,0,0,,,0,0,999,0,4,0,0,0,0,5,1590412,20,2,1,0,0,0,20,134,1,0,0,0,ffbf2e923a81201cba8338fc49a8acef,aa76958fc181b632caf9ce7147c7034d84ed726fac6cd6e23f57b1401bac4831
https://epay.sbi.bank.in/secure/home,sbiepay.sbi,36,4.0724,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,5,279247,5,0,1,0,0,0,0,77,1,0,0,0,7b8828c49b40257f80b3b6539a2c9813,da3c823e069dc5bf6c6457d0972d4b6f7af559d3c582ed24de39889b10b64554
https://www.hdfcergo.com/,hdfcergo.com,25,3.8635,1,0,0,0,9999,0,0,,,0,0,999,0,5,0,0,0,0,4,825063,139,3,1,0,1,0,30,112,1,0,0,0,d6a4c3c37777ca43212bb93cfde6bb40,b4bbd70dbeacbe44b618e99c9dcf8c10a66c165de294b0759182a49f248a104d
https://feba.bobibanking.com/default.htm,bobibanking.com,40,4.2153,1,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,4,254232,698,0,0,0,0,0,0,24,1,0,0,0,3aa9106890a152e3d3c07d513f995bac,11d149dace6b15dbf5d71a73f89ca802402ac410641d6326952b18c303def406
https://www.hdfclife.com/,hdfclife.com,25,3.8635,1,0,0,0,9999,0,0,,,0,0,999,0,21,0,6,0,0,4,1549348,104,5,1,0,1,0,30,202,1,0,0,0,2377e7cc2d8a342365ee174b2021fc58,99577e6bd0b830a3c0ec4b2144a8bf953101d5acf245ce362da5e03fbc460b39
